,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,hpl,year2,Good_seller
3563,2015,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
3564,2013,70000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.5,5,59.07877169559413,4052169,0
3565,2016,30000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,65.82109479305741,4064256,0
3566,2016,15000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,64.0533778148457,4064256,0
3567,2018,21000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,66.08811748998664,4072324,0
3568,2014,35000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5,68.3375104427736,4056196,0
3569,2016,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,73.97831526271894,4064256,0
3570,2017,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4068289,0
3571,2019,10000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4076361,0
3572,2013,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4052169,0
3573,2008,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,58.16582914572864,4032064,0
3574,2014,55000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,63.377696190913255,4056196,0
3575,2016,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4064256,0
3576,2013,125000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,24.61355529131986,4052169,0
3577,2017,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498,98.59,5,65.81441922563418,4068289,0
3578,2017,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4068289,0
3579,2016,30000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,64.0533778148457,4064256,0
3580,2009,35000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,66.10169491525424,4036081,0
3581,2018,30000,Petrol,Individual,Automatic,First Owner,14.99,1498,104.5,5,69.75967957276369,4072324,0
3582,2010,60000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,5,63.14797360980208,4040100,0
3583,2017,39000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,76.24135763670648,4068289,0
3584,2019,15000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4076361,0
3585,2016,9750,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,62.661141804788215,4064256,0
3586,2016,110000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7,61.76347680735479,4064256,0
3587,2018,35000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,73.97831526271894,4072324,0
3588,2015,10000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4060225,0
3589,2003,157138,Diesel,Individual,Manual,Third Owner,10.5,2179,120.0,7,55.07113354749885,4012009,0
3590,2007,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,5,73.67716008037509,4028049,0
3591,2008,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81,1086,68.05,5,62.661141804788215,4032064,0
3592,2006,102000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,67.9506933744222,4024036,0
3593,2016,110000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7,61.76347680735479,4064256,0
3594,1991,120000,LPG,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,3964081,0
3595,2015,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,78.3567134268537,4060225,0
3596,2012,120000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,71.15384615384615,4048144,0
3597,2011,93000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5,64.4699140401146,4044121,0
3598,2018,50000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,46.88546550569324,4072324,0
3599,2010,70000,Diesel,Individual,Manual,Third Owner,15.7,1405,70.0,5,49.8220640569395,4040100,0
3600,2008,90000,Diesel,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4032064,0
3601,2019,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4076361,0
3602,2014,122000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
3603,2015,74000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,63.39285714285714,4060225,0
3604,2011,30000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,67.23446893787575,4044121,0
3605,2020,10000,Petrol,Individual,Automatic,First Owner,18.76,1462,103.26,5,70.62927496580028,4080400,0
3606,2014,80000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,67.17434869739479,4056196,0
3607,2008,120000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5,49.8220640569395,4032064,0
3608,2010,120000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,73.67716008037509,4040100,0
3609,2017,127991,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6,5,65.82109479305741,4068289,0
3610,1999,198000,Diesel,Individual,Manual,Second Owner,14.8,1998,68.0,5,34.034034034034036,3996001,0
3611,2010,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,53.73009220452639,4040100,0
3612,2002,90000,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4008004,0
3613,2018,20000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,70.91346153846153,4072324,0
3614,2016,60000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5,61.56093489148581,4064256,0
3615,2018,13120,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4072324,0
3616,2014,125000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
3617,2018,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,68.38763575605681,4072324,0
3618,2013,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,71.15384615384615,4052169,0
3619,2015,35000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,76.24135763670648,4060225,0
3620,2016,25000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4064256,0
3621,2005,120000,Diesel,Individual,Manual,Third Owner,16.4,1896,90.0,5,47.46835443037975,4020025,0
3622,2018,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,67.06706706706707,4072324,0
3623,2014,140000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8,38.16793893129771,4056196,0
3624,2005,79000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,54.922973878097785,4020025,0
3625,2015,125000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,57.35797399041752,4060225,0
3626,2011,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,5,77.75551102204409,4044121,0
3627,2010,80000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,73.67716008037509,4040100,0
3628,2014,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
3629,2010,78000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,24.970273483947683,4040100,0
3630,2018,15000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,68.38763575605681,4072324,0
3631,2019,5000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,69.42355889724311,4076361,0
3632,2016,75000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4064256,0
3633,2020,5500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,68.3375104427736,4080400,0
3634,2016,80000,Diesel,Individual,Manual,Second Owner,19.64,1461,108.45,5,74.2299794661191,4064256,0
3635,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4068289,0
3636,2017,80000,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,5,68.38763575605681,4068289,0
3637,2014,120000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
3638,2016,75000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,59.294871794871796,4064256,0
3639,2010,80000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,73.67716008037509,4040100,0
3640,1997,100000,Diesel,Individual,Manual,Fourth & Above Owner,18.9,1248,74.0,5,59.294871794871796,3988009,0
3641,2012,120000,Diesel,Individual,Manual,First Owner,23.5,1498,88.7,5,59.21228304405875,4048144,0
3642,2007,110000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,116.6,8,44.69145266385588,4028049,0
3643,2010,110000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,64.4699140401146,4040100,0
3644,2019,2000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,65.9025787965616,4076361,0
3645,2014,80000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4056196,0
3646,2014,46000,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,67.17434869739479,4056196,0
3647,2014,102000,Diesel,Dealer,Manual,First Owner,24.2,1498,93.87,7,62.663551401869164,4056196,0
3648,2017,20000,Petrol,Dealer,Automatic,First Owner,22.0,999,67.0,5,67.06706706706707,4068289,0
3649,2015,16000,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8,5,71.67919799498746,4060225,0
3650,2013,23000,Petrol,Dealer,Manual,First Owner,17.0,1197,80.0,5,66.83375104427736,4052169,0
3651,2011,25000,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5,72.5752508361204,4044121,0
3652,2015,35000,Petrol,Dealer,Manual,Second Owner,17.7,1497,113.42,5,75.76486305945224,4060225,0
3653,2013,37000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4052169,0
3654,2017,34000,Petrol,Dealer,Manual,Second Owner,21.4,1197,83.1,5,69.42355889724311,4068289,0
3655,2012,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,75.76486305945224,4048144,0
3656,2010,50000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4040100,0
3657,2012,38000,Petrol,Dealer,Manual,Second Owner,24.7,796,47.3,5,59.42211055276381,4048144,0
3658,2017,40000,Diesel,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4068289,0
3659,2012,57000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,75.76486305945224,4048144,0
3660,2013,77000,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5,59.21474358974359,4052169,0
3661,1997,110000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,46.482412060301506,3988009,0
3662,2005,188000,Diesel,Individual,Manual,First Owner,12.3,1948,90.0,7,46.20123203285421,4020025,0
3663,2010,150000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4040100,0
3664,2012,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4048144,0
3665,2014,120000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,74.2299794661191,4056196,0
3666,2011,70000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,65.91478696741855,4044121,0
3667,2014,25000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,9,55.07113354749885,4056196,0
3668,2018,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,67.06706706706707,4072324,0
3669,2010,98000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,60.09615384615385,4040100,0
3670,2011,62000,Petrol,Individual,Manual,Third Owner,16.36,1495,93.7,5,62.675585284280935,4044121,0
3671,2010,90000,Diesel,Individual,Manual,Second Owner,18.3,1991,147.9,5,74.28427925665495,4040100,0
3672,2013,110000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,66.22185154295246,4052169,0
3673,2010,90000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,65.91478696741855,4040100,0
3674,2019,10000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,80.82832331329325,4076361,0
3675,2019,25000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,76.82030728122913,4076361,0
3676,2019,13000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,63.581661891117484,4076361,0
3677,2017,80000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,65.9025787965616,4068289,0
3678,2014,40000,Diesel,Individual,Manual,Third Owner,20.14,1498,88.8,5,59.27903871829105,4056196,0
3679,2019,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4076361,0
3680,2008,87540,LPG,Individual,Manual,Third Owner,16.6,796,35.5,5,44.597989949748744,4032064,0
3681,2007,84000,LPG,Individual,Manual,Third Owner,16.0,995,60.0,5,60.30150753768844,4028049,0
3682,2012,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,64.83103879849813,4048144,0
3683,2017,35000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,68.18637274549098,4068289,0
3684,2010,60000,Petrol,Individual,Manual,Second Owner,12.9,1598,102.5,5,64.14267834793493,4040100,0
3685,2012,70000,Diesel,Individual,Manual,First Owner,18.6,1388,67.0,5,48.27089337175793,4048144,0
3686,2015,60000,Diesel,Individual,Manual,Second Owner,20.5,1248,91.72,5,73.49358974358974,4060225,0
3687,2016,35000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,5,65.81441922563418,4064256,0
3688,2016,71000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4064256,0
3689,2016,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,59.24679487179487,4064256,0
3690,2007,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,46.482412060301506,4028049,0
3691,2000,50000,Diesel,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4000000,0
3692,2009,90000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,59.21474358974359,4036081,0
3693,2016,154000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,79.7724399494311,4064256,0
3694,2013,109000,Diesel,Individual,Manual,Second Owner,19.64,1461,108.45,5,74.2299794661191,4052169,0
3695,2016,120000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,59.294871794871796,4064256,0
3696,2006,77000,Diesel,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4024036,0
3697,2012,100000,CNG,Individual,Manual,Third Owner,26.2,998,58.2,5,58.31663326653307,4048144,0
3698,2009,110000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,63.377696190913255,4036081,0
3699,2005,200000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,54.922973878097785,4020025,0
3700,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,18.9,1248,74.0,5,59.294871794871796,4032064,0
3701,2016,39000,Petrol,Individual,Manual,Third Owner,20.51,998,67.04,5,67.17434869739479,4064256,0
3702,2005,96000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,46.482412060301506,4020025,0
3703,2014,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,64.83103879849813,4056196,0
3704,2010,135000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,60.09615384615385,4040100,0
3705,2018,90000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,65.9025787965616,4072324,0
3706,2016,120000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,63.39285714285714,4064256,0
3707,2009,50000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,66.2324649298597,4036081,0
3708,2012,77000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,73.4775641025641,4048144,0
3709,2007,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,52.104208416833664,4028049,0
3710,2008,120000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,64.54033771106941,4032064,0
3711,2013,190000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
3712,2013,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,55.07113354749885,4052169,0
3713,2012,182000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5,63.53868194842408,4048144,0
3714,2017,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4068289,0
3715,2019,40000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,68.38763575605681,4076361,0
3716,2016,112000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4064256,0
3717,2013,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,55.07113354749885,4052169,0
3718,2010,90000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,73.67716008037509,4040100,0
3719,2015,140000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,65.82109479305741,4060225,0
3720,2012,188000,Diesel,Individual,Manual,Second Owner,14.0,2179,120.0,8,55.07113354749885,4048144,0
3721,2014,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,65.91478696741855,4056196,0
3722,2017,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4068289,0
3723,2013,70000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,61.53846153846154,4052169,0
3724,2013,100000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,49.4269340974212,4052169,0
3725,2011,44000,Petrol,Individual,Manual,Second Owner,16.0,995,63.0,5,63.316582914572855,4044121,0
3726,2016,110000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,71.67919799498746,4064256,0
3727,2011,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4044121,0
3728,2015,120000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,68.36257309941521,4060225,0
3729,2012,60000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,48.60614724803431,4048144,0
3730,2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,59.21474358974359,4044121,0
3731,2011,110000,Diesel,Individual,Manual,Third Owner,13.93,2179,138.03,7,63.345571363010556,4044121,0
3732,2012,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,79.84829329962074,4048144,0
3733,2009,110000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4036081,0
3734,2013,77300,Diesel,Dealer,Manual,First Owner,21.14,1498,103.52,5,69.10547396528705,4052169,0
3735,2011,75000,Diesel,Dealer,Manual,Second Owner,25.0,1396,69.0,5,49.4269340974212,4044121,0
3736,2015,45000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,59.294871794871796,4060225,0
3737,2017,61260,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4068289,0
3738,2019,26000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5,66.06141522029372,4076361,0
3739,2017,43000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4068289,0
3740,2018,4773,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
3741,2017,57900,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7,65.82109479305741,4068289,0
3742,2019,8600,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,7,80.82832331329325,4076361,0
3743,2016,52000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,70.91346153846153,4064256,0
3744,2013,62000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,68.3375104427736,4052169,0
3745,2012,155000,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,8,40.8981555733761,4048144,0
3746,2016,66000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.8,5,59.27903871829105,4064256,0
3747,2016,78010,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,69.10547396528705,4064256,0
3748,2018,83844,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4072324,0
3749,2015,23999,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,67.17434869739479,4060225,0
3750,2016,52000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4064256,0
3751,2012,145000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,59.294871794871796,4048144,0
3752,2018,70000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,66.97923643670462,4072324,0
3753,2015,25000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,5,42.96482412060302,4060225,0
3754,2014,120000,Diesel,Individual,Manual,First Owner,24.2,1498,98.6,7,65.82109479305741,4056196,0
3755,2013,91400,Petrol,Individual,Automatic,Second Owner,19.34,1198,76.0,5,63.439065108514185,4052169,0
